id,sentiment
9813750,0
7136855,0
5387533,0
9533501,1
8506236,0
8919312,0
8449412,1
47784,0
6964056,0
1343676,0
6476740,1
1344323,1
9688755,0
8189807,1
5002617,0
8759393,0
4584317,0
9528082,0
8156893,0
9989016,1
1709283,0
7764400,1
7395800,0
8159078,0
7517102,0
8849472,0
8129509,1
4177573,1
232823,1
9745523,1
4362581,0
8387212,1
9748914,0
3619458,0
8125002,1
1650924,0
8217754,1
9489156,0
7473482,0
403420,0
10262503,1
10155127,0
8542613,0
6658959,0
10262516,0
8955582,1
3220426,0
9752816,1
5435091,1
9378768,0
10054919,1
844432,0
7296163,1
10082010,0
9611432,1
4320394,1
6473432,0
2826732,0
8789341,1
7565415,0
2096424,0
4531835,1
9856738,0
9141598,1
2998884,0
8871826,0
1368078,0
2860701,0
7638229,0
6775117,1
7444931,0
1431890,0
7688356,0
9591542,0
7656927,0
9211921,1
9824726,0
4350481,0
2507434,0
10270213,1
10084305,0
8919341,0
7914202,0
2341848,1
10117844,0
9986820,1
3314641,0
8099461,1
7223493,1
8021380,0
267520,0
6542241,1
6826699,1
10264392,1
2984882,0
6767834,0
5278350,0
6988152,0
9949441,1
9735762,1
8731928,1
8817684,1
9156291,0
525638,0
10098550,1
9744001,0
6959092,1
8204845,1
4448339,1
6214038,1
8657276,0
9569532,1
7564326,1
7744287,1
171480,0
4273966,0
7518264,1
173109,0
6848835,1
9335071,0
799284,1
984052,1
9806920,0
9422392,1
2450439,0
9885372,1
9827981,0
9372817,1
8878048,1
3262972,1
1083957,0
7289166,0
5022145,1
1448649,0
7525481,0
5132104,1
9141413,1
9742066,0
9166167,0
2574454,0
2484842,0
9572240,1
7132924,0
4073771,0
8179135,0
8635429,0
1693061,1
5063402,0
7072537,1
9825329,1
4562086,1
8924650,0
4843680,0
10867,0
6780642,0
6983606,1
9412809,1
1554555,1
7532772,1
9333803,1
7795347,0
7650105,1
9289123,1
10118942,1
9539644,0
42910,1
9264638,1
6005824,1
9865464,1
4177672,0
4916455,1
4998746,0
3977392,1
9423596,0
7557144,0
10090527,0
8657893,1
8666618,0
9325454,0
7527471,1
1851,1
4232548,1
3692671,0
10249963,0
9570089,1
3877950,1
2967623,0
1192894,1
9874078,1
8669661,1
7086051,0
7479371,1
8721791,1
8379149,1
4470516,1
1882820,1
2036570,1
652005,1
10049887,0
4702764,0
10074459,1
10112908,1
5257786,1
4203666,1
4554621,0
1510689,0
1781265,1
6565571,0
4967180,1
9793584,0
10126523,0
501282,0
7228517,1
1865109,1
10113677,0
6988929,0
10160813,0
9543009,1
8796952,1
9964991,1
480891,0
4401359,1
1571727,0
4327080,1
3477207,1
6893054,1
3090183,0
5766703,0
8729941,1
3747069,0
5493691,0
8067891,0
9931568,1
5800044,1
8581530,0
7648802,0
8704347,1
6659149,1
10223038,1
6387371,0
7326625,0
9493647,1
5371361,0
6165099,0
4076635,0
9950887,1
342699,0
100481,0
8867558,1
9833050,1
6797024,1
8876893,0
7796782,1
9338413,1
5558196,0
3401598,1
9611538,1
8094637,0
8982261,0
7734211,1
9252540,1
9526099,0
5566549,1
7802058,0
5200606,0
8300067,1
9430549,1
7772136,0
7545542,0
8157059,0
9226688,1
5277603,0
8013115,0
5464930,1
2460341,1
4583763,0
5531284,0
8486485,0
4510700,0
8186722,1
6213045,1
7977605,1
1907223,1
3266350,1
6333210,1
8115382,0
2247856,1
8985754,0
3455780,0
2253629,1
1351145,0
7098721,1
137380,0
6173284,0
9881162,0
8013614,0
6969141,1
7215640,1
10094489,0
8845712,0
635770,0
9832673,0
8188861,1
5861367,0
8391188,0
7842429,1
9440757,0
2125563,1
5314703,0
6977327,1
778203,0
2334303,1
8817486,1
3384300,0
10188697,1
9986031,0
9134209,1
458861,0
3671661,0
8822106,0
4403385,0
9646143,1
2208000,1
6232320,0
3707554,1
9571952,1
9772492,1
8727932,0
10277641,1
5538173,1
8200140,1
3501696,0
8914577,1
7516782,0
7523477,1
9116659,0
7945296,0
6715835,1
1606921,1
8778384,1
9314616,1
9709066,1
4954226,0
4869929,0
8956504,0
10237919,0
1323328,0
10125637,1
9538015,0
2539307,0
9850546,0
6420634,1
9360560,0
5724112,1
8154093,0
5947738,0
8818728,1
6971597,1
6141457,0
6155871,1
3281705,0
9523876,1
5300304,1
1407964,0
785534,1
2027710,0
7038728,0
9393515,0
8010901,1
9319401,1
7170767,0
9878429,1
7933239,0
7521003,0
4712856,0
9960912,1
7486491,0
8339871,1
9111735,1
728275,1
9964883,1
68780,1
8000731,0
4471140,1
8979603,0
10037901,0
10099606,0
8511089,1
10181226,1
9581978,1
619876,0
4210552,0
10107644,0
9894123,0
6252368,1
586141,1
1439746,1
5421227,0
9715388,1
5370726,0
7968254,1
7577432,1
3533729,1
9133605,0
4159149,0
10135719,1
2005655,0
10125577,1
853192,0
4528041,1
5683189,0
10068153,0
7571802,1
2084375,0
7917408,1
3846067,0
5453582,1
10191974,1
8094464,1
8775145,0
39639,1
10140098,0
3382352,0
4473310,1
9978702,1
2114725,1
9650398,1
9976529,1
9665004,1
7981252,1
89014,0
5136733,0
9778435,1
1430873,0
8768753,0
6018565,0
870010,0
753113,0
4675903,0
1207674,0
558375,0
8181742,0
6201095,0
3565723,1
6627225,1
8284,0
9742792,0
9183784,0
2666189,0
1961922,0
5787296,1
4830495,1
3554246,0
5505802,0
9316496,1
8632743,1
8445567,0
2958196,0
6083008,1
5814541,0
3943552,0
244137,0
10143343,0
6049530,0
6709527,1
9137434,0
8093132,1
8669316,1
9625671,0
3544246,1
5450106,1
5796829,1
9760944,1
1692088,0
8326261,0
10259094,1
1598026,1
9844458,1
585357,1
7313377,0
10092054,0
7662086,0
5247447,1
6976401,1
3643303,1
8117357,1
4792330,0
5843815,0
5729318,1
9341550,1
4115867,0
4818147,0
4422423,1
1407588,1
9871729,0
8506738,1
9290787,1
8012862,0
7281543,0
236395,1
3638902,1
6884999,1
58940,1
9620145,0
1184877,1
5161321,0
3594855,1
5840369,0
5514873,0
5705486,0
9790547,1
9085416,1
195683,1
3601771,1
9757008,1
8567657,1
4799487,0
5694133,0
3339079,1
5704955,0
8023015,0
2502346,0
1565294,0
9236541,0
1376314,0
9526783,1
9296276,0
8097082,0
8620915,1
8869490,1
7604337,0
8347075,1
7443281,1
3626138,1
1623706,1
2523215,0
2791074,0
5800910,0
6925372,0
7777813,1
10029597,1
7863312,0
5273435,0
2229227,0
2338392,0
5867880,1
418424,0
7666739,1
4714726,0
6977098,1
7074094,0
9995215,1
2986481,0
307958,1
2640627,0
4664543,1
7710606,0
9112416,0
8925183,1
7687925,1
9191192,0
9694850,1
8600895,1
9556829,0
9335900,1
1191353,0
1480028,0
4384706,1
8139730,0
850169,0
6060126,1
5297357,0
5284352,0
9991135,0
2012886,1
6148535,1
1417740,0
8192798,1
8771746,0
10008978,1
7089370,1
9205451,1
6466060,1
7117620,0
9376665,0
10198093,1
9248720,0
9430380,1
6034895,0
4787209,0
6995414,0
8562307,0
9617313,1
9607833,1
5757196,0
1352519,1
6096941,0
6110948,0
9337665,1
6067216,0
9868405,0
10111010,1
5177303,1
9849419,1
10275655,1
10107833,1
8558277,0
3519252,1
9756192,1
9633551,1
8045480,0
7854976,0
7569992,1
7245516,1
7354557,0
2563157,0
8752969,1
6384837,0
8601867,1
9856164,1
7477268,1
2262249,1
9810690,1
4820690,1
3091236,0
7574457,1
10129403,1
7856808,1
8820267,1
5967128,1
9273757,1
9995855,0
9797982,0
9094680,1
3187772,0
5132639,0
7815727,1
9995387,0
9297954,0
9945267,1
5553780,1
6976711,1
9998209,0
5710763,1
7876081,1
2235528,0
5275798,1
1352834,0
34339,0
8821446,0
6809646,0
4794499,0
5191606,0
6038314,1
9908165,0
8164939,0
4444202,1
4144511,1
7492732,0
221595,0
6766562,0
2713279,0
8004129,1
7960724,1
9922433,1
9154900,1
3360043,0
6993164,0
9996363,1
7970515,1
5436136,0
7581339,0
6093043,1
3964050,0
9986775,0
8521184,1
4241873,1
8513844,0
4823244,1
2593378,1
7332659,1
1810330,0
1643036,0
9708064,0
3070710,0
9054529,1
4223694,1
1427883,0
243142,0
9910631,0
9413072,1
5113500,1
6772918,0
8680304,1
3545460,0
1241579,1
8663545,0
3844793,1
9279838,1
10155345,0
9823623,0
6300302,0
8622463,1
10180342,1
8652594,1
4409686,0
9882137,1
6326805,0
8951178,0
7316025,0
8899728,0
6366217,0
5584845,0
9589928,0
8065,0
10116489,1
8635456,0
9088065,0
8083360,0
4581288,1
10238887,0
1090290,0
8675713,0
7105439,0
5442085,0
7240005,0
2994293,0
9469809,0
9469193,1
9967755,0
3988731,0
7994733,0
6320270,0
9490693,0
4662782,0
204462,0
10043572,1
3447949,0
3477033,1
9758515,1
10275504,1
157974,0
8814952,1
10263056,0
5195445,0
7298462,0
5616765,0
5188238,0
1584769,0
5747077,0
8069556,0
8921978,0
7477566,1
246204,0
10232855,0
4656833,0
1217394,0
9580102,1
8178194,1
6234469,1
8539368,0
2351322,0
1953827,0
9206650,1
9409038,0
9769420,0
9822472,0
10045326,0
7054610,0
6898989,0
3434027,0
9868935,0
8888390,1
4594030,0
8941735,0
9501951,0
4410991,1
5362732,0
3620538,1
5727788,1
3294854,0
9446930,0
9848365,1
8173302,0
8485849,0
5938079,0
8776409,1
5349565,0
9455602,1
9910396,1
6987583,1
7136565,0
10223491,1
7247939,0
5981627,1
8728258,1
8723017,1
9998548,1
9850836,1
9721624,1
62087,0
3245296,0
3564493,1
5780895,0
7218098,1
1349024,1
640550,1
4906732,0
10124816,1
8649812,1
1823327,0
5053847,1
5896638,0
8716344,0
4698377,1
7577249,1
8806423,0
2994695,0
10268287,0
5803980,1
9215148,0
304150,1
8720040,1
2859305,0
10009759,1
9563640,1
7503075,1
3399572,1
10025659,1
9309079,1
10149031,0
3935940,1
2851544,1
9654807,0
5229372,1
9698109,0
7268033,0
8195727,0
3045135,1
3951930,1
8833449,1
7803899,1
1897720,0
9850361,0
6882339,0
3765946,1
2082237,1
8628305,1
5038627,0
1576197,0
9802624,0
3569684,0
2429108,0
10093098,0
6672357,1
7416900,1
86106,0
63841,0
156873,0
8602482,0
101090,0
6290201,0
7457635,1
6164860,0
10099099,0
1419485,0
4937622,0
9675734,1
9264410,1
5543410,0
7299544,0
6283215,0
4873686,0
7535655,1
9083481,0
3966515,0
8370086,1
9235107,0
10277141,1
8007987,1
9325363,0
6661798,0
9365503,0
6690257,0
7746157,1
8030692,1
7802860,0
7573415,0
10274481,1
8949897,0
8370478,0
8530630,0
4549827,0
8090,1
8332466,1
8504064,0
6683750,1
8070689,1
7308234,1
6040547,0
9683307,1
9290045,0
4762727,1
7328686,1
10223633,0
9582726,0
9042502,0
7211109,0
6798254,1
1435315,1
5824722,1
2181069,1
3356680,0
6999487,0
2951145,0
6321737,0
4466378,1
6896862,0
8096942,0
9840980,0
3605947,1
8553861,0
608869,0
4565607,0
2436659,0
3024896,1
34124,1
8853015,0
6518326,0
7428433,0
9762080,1
10195796,0
9615716,1
522126,1
7800993,1
9924690,1
733906,1
1994679,1
10043201,0
7609000,1
9388629,0
3976118,0
3257853,1
4737741,0
52171,0
4443036,1
8568375,0
7626510,1
334564,0
7112319,0
9416528,1
9845514,0
10013612,1
5787871,1
10092528,1
5857468,0
5040640,1
7095993,0
2590944,1
8926292,1
9684734,0
9243415,1
1529865,1
5773474,0
8087548,0
6705616,1
7704421,0
483333,1
9875711,0
1876716,0
10057579,1
2288728,0
9891854,1
8365686,0
7122481,1
7734734,0
530693,1
7009160,0
6385671,1
1253774,1
9946103,1
4339077,1
9321864,0
9685160,1
3960545,0
1274,0
7229227,1
6549070,0
4804086,0
4804598,1
5486357,0
8375369,1
2656439,0
10078456,1
9036751,0
8890821,0
170870,1
9509902,1
8473160,1
6352904,1
7120168,1
5840787,1
3373766,0
9425194,0
7975640,0
3534986,1
7165123,1
5096350,1
9120745,0
8770534,1
5485613,1
8555906,1
8953949,1
6122069,1
1144817,1
1600875,0
6349333,0
8522681,1
8364358,0
4477051,1
8594542,0
2218559,0
7715547,0
8779370,0
5098238,0
2864806,0
6060921,1
5308884,0
9949375,1
9804279,0
10214033,0
824401,1
6932002,0
8640970,1
8642209,0
5634892,1
6621456,0
8635956,1
2759339,0
5698293,0
7683345,0
8865565,0
8148199,1
9011141,1
10150461,1
8191589,1
9566221,0
5023140,0
8542409,1
6940593,1
8162158,0
9765716,1
5381648,0
6854738,0
4449273,1
9339959,1
7097264,1
8699134,1
8885312,0
7368515,0
9208480,1
5820357,0
2156556,1
9616523,0
8357892,0
8717075,1
8752991,1
9250817,1
4175382,1
8868738,1
4439465,0
8630571,1
1543992,0
10149233,1
9538071,1
1907358,0
8754754,0
7305300,0
4886613,0
1082598,0
4893996,0
8825112,0
8162004,0
2755149,1
9658480,0
6420274,1
5589509,1
8583151,0
294803,0
10237872,0
9049649,1
8519471,0
2130269,0
7960536,0
8915603,0
7913691,1
1767722,0
4874175,0
10167494,0
8896736,1
9445454,0
4359227,0
10243855,1
8366313,0
9831380,0
9251397,0
5584187,1
6765253,1
6044979,1
584620,1
9756530,1
3220568,0
4917973,1
4790221,1
10145530,1
4921058,1
8546432,0
8161680,1
10022130,0
5890659,0
7513006,0
5862385,0
8576913,1
2718070,0
8167677,1
9842905,1
7197881,0
2503499,0
8378625,0
2787123,1
8274861,0
9706617,1
9740011,0
3293330,0
9527142,1
3338371,0
7248902,1
4275589,0
10024524,1
8674741,1
5275408,0
8061881,0
8838041,1
4989974,1
9121856,1
8541577,0
3966235,1
1131776,1
10271585,1
8360985,1
8864118,0
6437122,0
8086517,1
9966393,1
5982765,1
9064887,0
3805716,1
6626450,0
9475663,0
8417211,1
10000607,0
9989487,1
6731639,1
8241449,1
7118536,0
2441126,1
3113926,0
3937475,0
1065063,1
3878895,0
10206160,1
6173091,0
3051669,1
9369047,0
7669804,0
10017727,1
9617423,1
9126911,0
8205919,1
9371278,1
5125513,0
9220241,0
8617279,0
9564477,0
158110,1
9912694,0
2328011,1
4427174,0
10273285,0
9342442,0
8767367,1
9857786,1
9977293,1
2918301,1
8014258,1
9914288,0
154008,1
9681102,0
9438082,1
7118700,0
10007629,0
6819503,1
8699578,0
10143973,0
6205696,1
4931435,1
7432429,0
7772946,0
3263890,1
6276328,1
7994562,0
8775837,1
7608012,0
9323875,1
6280089,1
5247955,0
599230,0
10250912,0
6882326,0
9230797,1
8360748,1
8696821,0
5168513,0
6657928,1
4521075,0
7145495,1
8369618,0
9569888,0
3200000,0
4555228,0
10227204,1
8989693,1
6349362,0
5569375,1
84954,1
8543510,0
4418015,1
8066955,1
8961845,0
7456964,1
8886905,1
9688750,0
3901980,0
8565060,0
7429350,0
9970382,1
9262956,1
8637203,1
8822017,0
6072225,1
5495988,1
4846414,0
4271963,0
8562334,1
9807998,1
6415547,1
4910904,0
9052360,1
6293444,1
8751402,1
360437,1
1341774,1
7904450,0
3896099,0
9215024,0
7534041,0
9472584,0
9871713,1
3554363,1
8502391,1
2983700,0
8772114,1
8359903,0
856309,0
9979463,0
8694406,0
9962740,1
9419377,1
854541,0
8205328,0
7512149,0
1529681,0
9770156,1
9815821,1
8379658,1
5534926,1
8191586,0
6883178,1
8457746,0
204853,0
9339378,1
10018831,0
6394220,0
751762,0
6334636,1
10217515,0
2360735,1
9022664,0
1073200,0
9907188,1
7186271,1
3228513,1
3167467,0
5995964,1
9998402,0
1003285,1
9906143,0
8464487,0
5970512,1
9643697,0
9956117,1
9225801,1
9317518,0
6779646,0
2443950,0
4903284,1
7473539,1
8682860,1
4929809,1
5985243,0
10217416,1
9604372,0
1676428,1
8588489,1
7314895,1
6992878,1
10126801,0
4016193,1
134798,1
3930254,1
3918184,1
7318286,1
3028537,0
8014418,0
9304884,0
4282247,0
9950786,1
1530879,1
2302188,0
7672353,0
3950034,0
9156807,1
9253193,0
8715883,0
5987848,0
1370053,0
8552222,1
4901751,0
6116977,1
9110032,1
8853994,1
5548864,0
8023144,0
7229572,0
9312470,1
9630282,0
7472695,0
8820120,1
9452227,1
7902230,0
9998507,1
8635951,1
4634884,0
3065933,0
3782324,1
7108903,0
8534394,1
6238264,1
6283247,0
8348727,0
6252521,1
4763583,1
10159457,1
9124200,0
8837328,1
9488720,0
9895515,1
6009158,0
2919253,1
10117407,1
8346021,0
9747328,1
9127020,0
7214530,1
8719921,1
2777923,0
1580380,1
9822260,0
6398462,0
7187837,0
6632014,0
9841336,0
9569074,1
8077755,0
3907679,1
9838535,1
9279528,1
8765280,0
2053856,0
9255423,0
9841597,1
852163,0
4669541,1
8668665,0
3778583,0
7102329,1
4015678,0
10209763,0
8895322,0
9101303,1
7274330,0
9353652,1
4781880,0
9394254,1
8217855,0
3620428,1
9391455,0
8161755,0
9974215,0
10208601,1
4576756,0
3286293,1
4568056,1
8377142,1
5780524,0
3397622,1
9237716,0
6333625,0
4541288,0
7501117,1
10079114,0
6837267,1
221906,1
8521824,1
5534176,0
7859666,0
404667,0
9629111,0
9022746,0
9649424,1
1751205,0
8568904,1
9156501,1
9180624,1
9247831,1
9308664,0
2913551,1
9817824,0
6620800,0
6809339,1
276797,1
7119526,0
6409038,1
4473178,0
3836295,0
4935402,1
8979182,1
9989094,0
3807574,0
8796184,0
9807133,1
5336827,1
117697,0
10034833,1
8089681,1
8536350,0
6696225,0
408041,0
2747530,1
1722388,1
9690484,1
5834795,0
1053807,0
8026052,0
8818342,0
3562646,0
8027099,1
3521936,1
10272883,0
9332381,0
9503438,0
9428093,0
5736792,0
6384490,0
7675269,1
315436,0
664173,1
9971676,0
4241454,1
4763671,0
9743409,0
1956291,0
7302103,1
5235308,0
9444153,0
7455527,1
7017933,1
6257866,0
9418826,1
4379248,0
6785243,0
8457827,1
8449278,0
9885543,1
7432681,0
3509400,0
4869413,1
6959261,1
8683009,0
9540393,0
1335318,1
6968566,0
9882879,1
8251773,1
6123530,1
164514,1
10181704,0
624978,0
1814168,1
7397461,1
7029496,1
9238962,1
6328084,0
9994442,0
7246138,0
10000978,0
1955231,1
9526217,0
6656908,1
3469924,1
8711719,0
7554446,0
9794975,1
5397103,1
4633104,1
9796586,0
7478480,1
9819566,0
872062,1
7997993,0
10103255,0
6212881,1
7825959,0
7956479,0
10137305,0
7704518,1
7574140,1
881865,0
2932900,0
8619777,0
739483,1
1300349,0
8837761,0
8935304,0
7708286,1
9418861,0
4356267,1
8750704,1
7799942,0
10118708,0
122158,0
7126188,0
7504743,1
7575518,1
8681306,1
9690910,1
9849638,0
9184280,1
5688711,0
5824975,1
8170763,1
9999576,0
3616490,0
4054014,0
9819471,1
678710,0
6224628,0
630067,0
91881,0
6781510,1
8612767,1
9608022,1
7269351,1
8123308,0
6067724,0
5549981,0
9564263,0
7084476,1
2185644,1
2513151,1
10132923,1
8655188,0
7944501,0
9777280,1
6404202,1
6694167,0
7072859,1
9308749,0
9968501,0
3563749,0
8603,0
4681028,1
3758934,0
324820,1
450751,1
9632090,0
2967223,1
6753909,1
5385388,1
4835676,0
591251,0
3223002,1
8418930,0
9673494,1
7942083,1
7636056,1
9795033,1
6889128,0
8096821,0
10140273,1
7277083,1
9242906,1
5553385,1
8418923,0
6189480,0
7278794,0
4802782,1
3679589,1
8064181,1
7730075,0
8920026,0
8378129,1
8566949,0
274375,1
5892517,0
4935051,0
8018523,0
9996693,0
9733051,0
7719117,1
6720021,0
10231799,0
9464454,0
8164946,1
9568658,0
8939290,1
9644239,1
8724200,0
5771572,1
6864605,1
8436123,0
9076433,0
2730844,0
9956754,0
9360257,1
8677878,0
6400517,0
9223601,0
9631962,0
7502283,0
6813613,0
9848216,1
4942647,1
5556113,0
9776062,0
4895784,0
6683334,0
6550936,0
8747246,0
1388269,1
1466323,0
4791767,0
8806969,1
4836412,0
8690446,0
10053402,0
10156802,1
9081381,1
3742768,0
8309079,0
4810003,1
10232786,1
9758118,1
9391694,0
9663292,1
3716932,0
8615451,1
9247787,0
9332846,0
2665884,0
502766,1
9984012,0
10101581,0
6730748,1
8161898,1
7288892,1
3205352,1
5464004,0
8199025,0
7721368,1
6363445,0
5669849,1
6046263,1
6078738,1
5920327,0
164409,1
9308135,1
10015827,1
369868,0
6259790,0
8612652,1
4382811,1
6706733,1
9219416,1
7399170,0
5889928,1
5315651,0
2443321,0
3733118,0
9407904,0
7267504,0
915965,0
7907487,0
8242654,1
8041270,1
9677806,1
7256904,0
6363563,1
10157092,0
874531,1
8547461,0
5577559,0
9735911,1
6686263,1
9295216,0
8191156,0
7960788,1
1573195,1
10024811,0
5862466,0
10087903,0
1181821,0
9452004,0
9318454,0
7122115,1
5461797,0
2838946,1
8644833,1
9955513,0
3815133,0
10126094,0
9651144,1
9201828,0
6252532,0
10264350,1
4889971,0
5721211,1
9427569,0
8726889,0
7795124,0
8995680,0
4844096,1
10269835,0
5183204,0
1207023,1
844998,1
3616266,0
8823868,1
9993936,1
4635029,1
7566959,0
8999857,0
8919328,0
10139347,0
9755302,1
9636209,1
7198605,0
9924206,1
9094226,1
8764368,1
5246026,0
8071722,0
10149404,0
6190826,0
7246838,0
8924274,0
4210201,1
6026836,1
9815978,1
6479375,1
8546625,0
8178256,0
8438240,0
2899849,0
3921356,1
7587386,0
5892259,1
9985479,1
8221886,1
6470856,1
8709879,1
8099778,1
7156978,1
6294502,1
10069571,0
8633802,0
787756,0
5409335,0
9228030,1
2325621,0
2902958,1
9686629,1
8746702,1
6053900,0
4526976,1
9407072,1
1664732,0
10024534,1
4321992,0
6093574,0
9454767,1
349597,1
8867892,1
8890645,0
777547,0
8839466,0
10082393,0
9260219,1
582495,0
6725534,1
4670378,0
5634919,0
9506524,0
9956198,1
1255115,0
9234422,1
1745993,0
10238896,0
9683856,0
8940002,1
1593203,0
2172304,1
1174260,0
4043013,1
9978408,0
5294392,0
10024884,1
7066528,1
9733728,0
7493962,1
3655792,0
8236739,0
3578366,0
9855075,0
10071858,0
9155950,0
4254491,1
6439998,1
9305427,1
5881766,1
9787271,0
6406369,1
9472039,0
1326101,1
554749,0
324451,1
10068248,1
9703726,1
7418862,0
8662682,0
7842799,0
8928941,1
1982528,0
6434504,0
7433742,0
10056505,0
1211126,1
5903346,1
8053707,0
5687307,1
818681,0
6004286,0
3063191,1
2591897,0
1681276,0
6734247,0
3781456,1
7529662,0
9483080,0
2813251,1
6770457,0
8112038,1
3128942,1
4159131,0
2505881,0
3723921,1
2034425,1
220719,1
748027,0
9310610,0
9170670,1
6497301,1
6821094,1
6483674,1
7573926,1
4563104,1
10248985,1
9632778,1
6848134,1
7396050,1
7779832,1
4796009,1
8773450,1
